,,,,,FILL THESE COLUMNS FOR ALL VARIABLES,,,,,,ONLY NEEDED FOR NOISED VARIABLES,,,,,
Implemented,study-id,result-ids,variable-id,desc,query type,query notes,noised,reg-role,interaction variable?,constructed from microdata by authors,data-dependent-bounds,component-variables,data domain,data type,dataset publisher,dataset
1,saiz-2011,all,pullmsa,Immigrant Gravity Pull * (MSA Immigrants/Initial Population),complex,reconstructed pullmsa = pull * immicapmsa,1,instrument,1,0,,"foreignmsa, l1pop, l1foreign, l1pop",immigration,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,l1loinc,Log (Average) Family Income at T-10,log mean,"created var sum_l1inc = exp(l1loinc) * l1pop; assuming income clipped at 1,000,000",1,control,0,0,,"l1pop, sum_l1inc",income,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,l1shaown,Ownership Rate at T-10 (Households),count / count,not enough info; don't know # households,0,control,0,0,,l1shaown,housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,l1loden,Log Density at T-1,count / invariant,created var l1area = l1pop / exp(l1loden),1,control,0,0,,"l1pop, l1area",population,Census,Census Bureau,Decennial Census
1,saiz-2011,all,l1foreigncap,Foreign Population at T-10/Population at T-10,count / count,reconstructed l1foreigncap = l1foreign / l1pop,1,control,0,0,,"l1foreign, l1pop",immigration,Survey,Census Bureau,American Community Survey
1,saiz-2011,foreigncap-value,dforeigncap,Change in Foreign Population/Population,count / count - count / count,created var foreign_b = (dforeigncap + l1foreigncap) * pop,1,instrumented,0,0,,"foreign, pop, l1foreign, l1pop",immigration,Survey,Census Bureau,American Community Survey
1,saiz-2011,foreigncap-value,l1own,Home-ownership Units at T-10,count,,1,weights,0,0,,l1own,housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,immicap-nhwhitegro,nhwhitegro,(Change Non-Hispanic White Population)/ (Population at T-10),(count - count) / count,created var nhwhite = nhwhitegro * l1pop + l1nhwhite,1,dep,0,0,,"nhwhite, l1nhwhite, l1pop",race/ethnicity,Survey,Census Bureau,American Community Survey
1,saiz-2011,immicap-nhwhitegro,immicap,Change in foreign born/Population at T-10,(count - count) / count,created var foreign = immicap * l1pop + l1foreign,1,instrumented,0,0,,"foreign, l1foreign, l1pop",immigration,Survey,Census Bureau,American Community Survey
1,saiz-2011,immicap-nhwhitegro,l1pop,Population at T-10,count,,1,weights,0,0,,l1pop,population,Census,Census Bureau,Decennial Census
1,saiz-2011,all,Ql10bed,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l110bed",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql11bed,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l111bed",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql12bed,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l112bed",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql13bed,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l113bed",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql14bed,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l114bed",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql1elec,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l1elec",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql1oil,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l1oil",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql1gas,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l1gas",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql1plum,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l1plum",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql1ki,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l1ki",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql110,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l110",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql120,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l120",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql130,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l130",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql1det,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l1det",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql1shaat,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l1shaat",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql1sha3unit,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l113unit",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,Ql1sha4uni,share units with * at T-10,count / count,created vars l1* = Ql1* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, l114unit",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,cha0bed,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, 0bed",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,cha1bed,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, 1bed",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,cha2bed,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, 2bed",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,cha3bed,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, 3bed",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,cha4bed,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, 4bed",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,chaelec,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, elec",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,chaoil,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, oil",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,chagas,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, gas",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,chaplum,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, plum",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,chaki,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, ki",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,cha10,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, 10",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,cha20,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, 20",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,cha30,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, 30",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,chadet,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, det",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,chashaat,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, shaat",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,chasha3unit,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, sha3unit",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,chasha4uni,change share units with *,count / count - count / count,don't know current total units; as a rough lower bound (upper bound on sensitivity); created var Q* = cha* + Ql1*; created vars * = Q* * (l1own + l1rent),1,control,0,0,,"l1own, l1rent, sha4unit",housing,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,l1sharebach,Share of people with * at T-10,count / count,created vars l1* = l1sha* * l1pop,1,control,0,0,,"l1pop, l1rebach",education,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,l1shanhwhite,Share of people with * at T-10,count / count,created vars l1* = l1sha* * l1pop,1,control,0,0,,"l1pop, l1nhwhite",race/ethnicity,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,l1shaless25,Share of people with * at T-10,count / count,created vars l1* = l1sha* * l1pop,1,control,0,0,,"l1pop, l1less25",age,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,l1shamore65,Share of people with * at T-10,count / count,created vars l1* = l1sha* * l1pop,1,control,0,0,,"l1pop, l1more65",age,Survey,Census Bureau,American Community Survey
1,saiz-2011,all,l1shafakid,Share of people with * at T-10,count / count,created vars l1* = l1sha* * l1pop,1,control,0,0,,"l1pop, l1fakid",children,Survey,Census Bureau,American Community Survey
1,baker-2015,all,lpop,Population,count,created new variable pop = exp(lpop),1,control,0,0,,pop,population,,,
1,baker-2015,all,CumWeightedAllImmPerCap,IRCA applications Per Capita,invariant / count,created var CumWeightedAllImm = CumWeightedAllImmPerCap * pop,1,ind,0,0,,"CumWeightedAllImmPerCap, pop",population,Administrative,Immigration and Naturalization Service (INS),Legalization Summary Tapes
1,baker-2015,all,logemp, Log Employment,count / count,created var emp = exp(logemp),1,control,0,0,,emp,employment/occupation,,,
1,baker-2015,all,UnemploymentRate,Unemp. Rate,count / count,created var unemp = emp * UnemploymentRate/100 / (1 - UnemploymentRate/100),1,control,0,0,,"unemp, emp",employment/occupation,,,
1,baker-2015,all,povrate,Poverty Rate,count / count,created var pov = povrate / 100 * pop,1,control,0,0,,"pov, pop",income,,,
1,baker-2015,all,logincome,Log Income,,can't tell if this is log income or total income; not enough info for DP,0,control,0,0,,,income,,,
1,baker-2015,all,OfficersPerCap,Police Per Capita,count / count,created new variable Police = OfficersPerCap * pop,1,control,0,0,,"Police, pop",employment/occupation,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,baker-2015,all,NumberOfAbortionsLag14PerCap,Lagged Abortions,count / count,created var NumberOfAbortionsLag14 = NumberOfAbortionsLag14PerCap * pop,1,control,0,0,,"NumberOfAbortionsLag14, pop",medical,,,
1,baker-2015,irca-allcrime,lTotalAllCrimesPerCap,Crime Per Capita,log (count / count),created vars total*Crimes = exp(lTotal*CrimesPerCap) * pop,1,dep,0,0,,"pop, TotalAllCrimes",crime,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,baker-2015,irca-violentcrime,lTotalViolentCrimesPerCap,Crime Per Capita,log (count / count),created vars total*Crimes = exp(lTotal*CrimesPerCap) * pop,1,dep,0,0,,"pop, TotalViolentCrimes",crime,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,baker-2015,irca-propertycrime,lTotalPropertyCrimesPerCap,Crime Per Capita,log (count / count),created vars total*Crimes = exp(lTotal*CrimesPerCap) * pop,1,dep,0,0,,"pop, TotalPropertyCrimes",crime,Administrative,Federal Bureau of Investigation,Uniform Crime Reports (UCR)
1,hoang-2021,all,lnenrtot,Logged total enrollment,log count,reconstructed lnenrtot = ln(enrtot),1,control,0,0,,enrtot,education,Administrative,Iowa Department of Education (IDOE),
