"","est1","","","","est2","","","","est3","","",""
"","b","se","t","p","b","se","t","p","b","se","t","p"
"_SstfXyea_51_1968","","","","","-.0255714",".2883273","-.0886889",".929335",".0532264",".3310143",".160798",".8722632"
"_SstfXyea_51_1969","","","","","-.1076684",".3297974","-.3264683",".7440926","-.0183023",".3819892","-.0479131",".9617886"
"_SstfXyea_51_1970","","","","","-.319937",".1747439","-1.830891",".0672151","-.2176411",".1860475","-1.169815",".2421677"
"_SstfXyea_51_1971","","","","",".2628008",".3584892",".7330788",".4635672",".3774735",".431438",".8749196",".3816871"
"_SstfXyea_51_1972","","","","",".142138",".3304314",".430159",".6671106",".2590757",".4239881",".6110447",".5412159"
"_SstfXyea_51_1973","","","","",".2430287",".2752736",".8828624",".3773808",".3826342",".360561","1.061219",".2886752"
"_SstfXyea_51_1974","","","","","-.0863249",".2164173","-.3988818",".6900084",".0723322",".2829843",".2556051",".7982732"
"_SstfXyea_51_1975","","","","",".0699035",".2316389",".3017777",".7628422",".2191243",".2861764",".7656965",".4439166"
"_SstfXyea_51_1976","","","","","-.0617955",".2084912","-.2963937",".7669498",".1287899",".3127438",".4118064",".6805105"
"_SstfXyea_51_1977","","","","",".3459598",".2498481","1.384681",".1662522",".5590439",".3465051","1.613379",".1067665"
"_SstfXyea_51_1978","","","","",".2662051",".244771","1.087568",".2768725",".4358099",".3955163","1.101876",".2706033"
"_SstfXyea_51_1979","","","","","-.0983897",".278027","-.3538852",".7234496",".082714",".4085425",".2024612",".8395698"
"_SstfXyea_51_1980","","","","",".0586831",".1501231",".3909002",".6958985",".2533352",".2877886",".8802821",".3787764"
"_SstfXyea_51_1981","","","","",".3069007",".210329","1.459146",".1446288",".5127075",".313814","1.633794",".1024061"
"_SstfXyea_51_1982","","","","",".2462032",".1865729","1.319609",".1870656",".4615422",".3499094","1.319034",".1872577"
"_SstfXyea_51_1983","","","","",".0832127",".2017381",".412479",".6800176",".3080839",".3636285",".8472489",".3969234"
"_SstfXyea_51_1984","","","","",".6816608",".3039507","2.242669",".0249903",".9160641",".4298876","2.130939",".0331746"
"_SstfXyea_51_1985","","","","",".2671575",".2431551","1.098713",".2719808",".511093",".4525772","1.129295",".2588631"
"_SstfXyea_51_1986","","","","",".2542114",".2323875","1.093912",".2740807",".507679",".4290819","1.183175",".2368327"
"_SstfXyea_51_1987","","","","",".2367897",".1736779","1.363384",".1728631",".4997894",".4001323","1.24906",".2117396"
"_SstfXyea_51_1988","","","","",".3734972",".2256245","1.655393",".0979486",".6460291",".4512364","1.431686",".1523368"
"_SstfXyea_53_1961","","","","",".5049539",".3255719","1.550975",".1210122",".516361",".3315886","1.557234",".1195195"
"_SstfXyea_53_1962","","","","",".0724012",".1152978",".6279492",".5300846",".0186317",".0988618",".1884616",".8505274"
"_SstfXyea_53_1963","","","","","-.4946443",".2810886","-1.759745",".078552","-.569956",".3214103","-1.773297",".0762801"
"_SstfXyea_53_1964","","","","",".0518664",".1947577",".2663126",".7900166",".1969973",".2305342",".8545254",".3928816"
"_SstfXyea_53_1965","","","","",".7272783",".3753173","1.937769",".0527443",".8811465",".3947334","2.232258",".0256709"
"_SstfXyea_53_1966","","","","",".481295",".2654192","1.813339",".0698786",".6248565",".2899781","2.15484",".031253"
"_SstfXyea_53_1967","","","","","-.4355889",".4241543","-1.026959",".304522","-.2887485",".4513612","-.6397282",".5223978"
"_SstfXyea_53_1968","","","","",".8899073",".34597","2.57221",".0101525","1.090172",".4245867","2.567608",".0102879"
"_SstfXyea_53_1969","","","","",".8501406",".4156013","2.045568",".0408852","1.068059",".4907476","2.176391",".0296031"
"_SstfXyea_53_1970","","","","",".2500172",".2110616","1.18457",".2362806",".4881557",".2690647","1.814269",".0697353"
"_SstfXyea_53_1971","","","","",".2938849",".5125174",".5734145",".5664067",".5518875",".5980261",".9228485",".3561597"
"_SstfXyea_53_1972","","","","",".2356078",".4182009",".5633842",".573215",".4941766",".5045561",".9794283",".3274467"
"_SstfXyea_53_1973","","","","",".6093717",".3654486","1.667462",".095526",".9012422",".4596095","1.960887",".0499838"
"_SstfXyea_53_1974","","","","","-.0447814",".2728503","-.1641245",".8696441",".2764996",".3663482",".7547454",".4504605"
"_SstfXyea_53_1975","","","","",".9458356",".4784223","1.976989",".0481335","1.243009",".5105421","2.434685",".0149622"
"_SstfXyea_53_1976","","","","",".168568",".2192234",".7689324",".4419934",".5237274",".3554304","1.473502",".1407197"
"_SstfXyea_53_1977","","","","",".3820179",".2935525","1.301362",".1932338",".7743746",".4143745","1.86878",".06175"
"_SstfXyea_53_1978","","","","","1.004309",".4786527","2.0982",".0359702","1.310248",".5500842","2.381903",".0172849"
"_SstfXyea_53_1979","","","","",".3749889",".493659",".7596111",".4475462",".7000602",".6568996","1.065703",".2866427"
"_SstfXyea_53_1980","","","","",".1045559",".1799747",".5809479",".5613188",".4514196",".2958963","1.525601",".1272138"
"_SstfXyea_53_1981","","","","",".6115093",".221934","2.755365",".0058978",".9768373",".4007688","2.437408",".0148502"
"_SstfXyea_53_1982","","","","",".4245685",".26866","1.580319",".1141383",".8058691",".3789407","2.126636",".033531"
"_SstfXyea_53_1983","","","","",".3171367",".2445963","1.296572",".1948774",".7144099",".4408393","1.620568",".1052146"
"_SstfXyea_53_1984","","","","","1.609478",".7746004","2.077817",".0378103","2.022724",".7944214","2.54616",".0109407"
"_SstfXyea_53_1985","","","","",".6788022",".3306469","2.052952",".0401631","1.108021",".5530889","2.003332",".0452307"
"_SstfXyea_53_1986","","","","",".7786387",".3056713","2.547307",".0109049","1.22383",".5309965","2.304779",".0212463"
"_SstfXyea_53_1987","","","","",".4094854",".2124226","1.927692",".0539869",".870649",".4270009","2.038986",".0415381"
"_SstfXyea_53_1988","","","","",".6161382",".3662364","1.682351",".0926039","1.093274",".5102854","2.142476",".0322347"
"_SstfXyea_54_1961","","","","",".331424",".2388306","1.387695",".1653322",".3642513",".2492877","1.461168",".1440731"
"_SstfXyea_54_1962","","","","","-.0150876",".0668582","-.225665",".8214772","-.0022903",".0616302","-.0371618",".9703585"
"_SstfXyea_54_1963","","","","","-.2244947",".1976698","-1.135706",".2561698","-.1726774",".1980147","-.8720432",".383254"
"_SstfXyea_54_1964","","","","",".1875074",".1027438","1.825",".0680996",".3368472",".1521369","2.214106",".0268958"
"_SstfXyea_54_1965","","","","",".127911",".0995506","1.284884",".1989311",".3053693",".1544406","1.977261",".0481028"
"_SstfXyea_54_1966","","","","",".0834276",".1585841",".5260778",".5988727",".2686037",".1929791","1.39188",".1640611"
"_SstfXyea_54_1967","","","","",".0907654",".2470204",".3674411",".7133157",".2994381",".258152","1.159929",".2461691"
"_SstfXyea_54_1968","","","","",".8072348",".38084","2.119616",".0341196","1.055308",".479958","2.198751",".0279711"
"_SstfXyea_54_1969","","","","",".5899417",".3359807","1.75588",".0792101",".8662685",".4346978","1.992806",".0463724"
"_SstfXyea_54_1970","","","","",".0139618",".1121303",".1245138",".9009168",".3199591",".2055879","1.556313",".1197383"
"_SstfXyea_54_1971","","","","",".6399089",".3761777","1.701081",".0890305",".9694947",".4854676","1.997033",".045911"
"_SstfXyea_54_1972","","","","",".341724",".3186961","1.072257",".2836903",".6928905",".4260569","1.626286",".1039929"
"_SstfXyea_54_1973","","","","",".6017792",".3112115","1.933666",".0532473",".9909648",".4149571","2.388114",".0169961"
"_SstfXyea_54_1974","","","","",".2135765",".1831947","1.165844",".2437693",".623762",".3008324","2.073453",".0382145"
"_SstfXyea_54_1975","","","","",".2627151",".1784547","1.472167",".1410799",".6849283",".2895826","2.365226",".0180818"
"_SstfXyea_54_1976","","","","",".2534905",".1680621","1.508314",".1315785",".7279635",".3241177","2.245985",".0247768"
"_SstfXyea_54_1977","","","","",".2476061",".2226504","1.112085",".2661901",".746958",".3776067","1.978137",".0480038"
"_SstfXyea_54_1978","","","","",".5449434",".2772189","1.965751",".0494187","1.039645",".4572765","2.27356",".0230622"
"_SstfXyea_54_1979","","","","",".3035617",".2427766","1.250375",".2112594",".8266935",".4126589","2.003334",".0452305"
"_SstfXyea_54_1980","","","","",".0160532",".1204749",".1332496",".8940048",".5730322",".2860481","2.003272",".0452371"
"_SstfXyea_54_1981","","","","",".1885727",".1521684","1.239237",".2153539",".7765059",".3547054","2.189157",".0286616"
"_SstfXyea_54_1982","","","","",".1025391",".1632842",".6279794",".5300648",".7184623",".3617294","1.986187",".0471027"
"_SstfXyea_54_1983","","","","",".2780026",".1919626","1.448213",".1476612",".9219158",".4188857","2.200876",".02782"
"_SstfXyea_54_1984","","","","",".2407858",".2167006","1.111145",".2665943",".9126889",".4547667","2.006939",".044845"
"_SstfXyea_54_1985","","","","",".2995482",".2386444","1.255208",".2095003",".9994413",".489117","2.043358",".0411034"
"_SstfXyea_54_1986","","","","",".4336391",".2692135","1.610763",".1073358","1.161522",".5335835","2.176833",".0295701"
"_SstfXyea_54_1987","","","","",".2404106",".1538686","1.562441",".1182888",".9962836",".4334691","2.298396",".0216071"
"_SstfXyea_54_1988","","","","",".1624988",".2134204",".7614026",".446476",".9463618",".4873007","1.942049",".0522238"
"_SstfXyea_55_1961","","","","",".5809776",".3381431","1.718141",".0858732",".5891523",".3446953","1.709197",".0875169"
"_SstfXyea_55_1962","","","","",".8594228",".2829882","3.036956",".0024102",".7923966",".2718162","2.915192",".0035808"
"_SstfXyea_55_1963","","","","","-.1478901",".323607","-.4570053",".6477",".0813354",".3665001",".2219246",".8243875"
"_SstfXyea_55_1964","","","","","-.0425637",".2070529","-.205569",".8371414",".1272136",".2179022",".5838103",".5593915"
"_SstfXyea_55_1965","","","","",".2680197",".1974864","1.357155",".1748332",".4488261",".2267614","1.979288",".0478741"
"_SstfXyea_55_1966","","","","","-.1165312",".2070249","-.5628849",".573555",".055991",".2276353",".245968",".8057237"
"_SstfXyea_55_1967","","","","","-.5647263",".3751385","-1.505381",".1323305","-.328759",".3683945","-.89241",".3722442"
"_SstfXyea_55_1968","","","","",".5971128",".3641952","1.639541",".1012047",".8437358",".4124436","2.0457",".0408722"
"_SstfXyea_55_1969","","","","",".1152906",".4454685",".2588076",".7958013",".3802166",".4678622",".8126679",".4164724"
"_SstfXyea_55_1970","","","","","-.3771845",".2001554","-1.884458",".0595988","-.0873318",".2113467","-.4132156",".679478"
"_SstfXyea_55_1971","","","","","-.3139341",".5853672","-.5363028",".5917888","-.0235147",".6044884","-.0389001",".9689726"
"_SstfXyea_55_1972","","","","",".1385957",".4478387",".3094768",".7569801",".4566655",".495639",".9213673",".3569321"
"_SstfXyea_55_1973","","","","",".6343386",".3990365","1.589676",".1120124",".9919351",".4651442","2.132533",".0330434"
"_SstfXyea_55_1974","","","","","-.2510557",".3059678","-.8205299",".4119787",".0790589",".33982",".2326493",".8160495"
"_SstfXyea_55_1975","","","","","1.278836",".4157313","3.076112",".0021159","1.650017",".5352363","3.082782",".0020692"
"_SstfXyea_55_1976","","","","",".1196285",".2389584",".5006247",".6166717",".5589609",".3370114","1.658582",".0973038"
"_SstfXyea_55_1977","","","","","1.502848",".4633323","3.243563",".0011933","1.824912",".5732414","3.183497",".0014698"
"_SstfXyea_55_1978","","","","",".5705985",".3458666","1.649764",".0990949",".950876",".4794786","1.983146",".0474414"
"_SstfXyea_55_1979","","","","",".7171775",".403997","1.775205",".0759645","1.119948",".5525409","2.026905",".0427596"
"_SstfXyea_55_1980","","","","","1.633557",".5229257","3.12388",".0018017","2.061021",".6338958","3.251355",".0011612"
"_SstfXyea_55_1981","","","","",".6207796",".2245196","2.764924",".0057281","1.070033",".3761712","2.844538",".0044775"
"_SstfXyea_55_1982","","","","","2.000199",".5966099","3.352608",".0008104","2.46887",".7240254","3.409922",".0006583"
"_SstfXyea_55_1983","","","","",".3111146",".2650604","1.17375",".2405876",".7992025",".4224487","1.891833",".0586086"
"_SstfXyea_55_1984","","","","",".7522831",".3299393","2.280065",".0226731","1.259788",".4990351","2.524448",".0116388"
"_SstfXyea_55_1985","","","","",".5974469",".3457616","1.727916",".0841054","1.124369",".5120362","2.195878",".0281763"
"_SstfXyea_55_1986","","","","","1.456115",".4470037","3.257501",".0011364","2.002454",".6270485","3.19346",".0014202"
"_SstfXyea_55_1987","","","","",".4754283",".2195364","2.165601",".0304196","1.041185",".4300751","2.420937",".015539"
"_SstfXyea_55_1988","","","","",".8215204",".3424427","2.399001",".0165","1.406694",".5372855","2.61815",".0088849"
"_SstfXyea_56_1961","","","","",".3744566",".2693218","1.390369",".1645192",".3817903",".2735534","1.39567",".1629163"
"_SstfXyea_56_1962","","","","","-.0112017",".071159","-.1574177",".8749262","-.0553573",".0638088","-.8675487",".3857102"
"_SstfXyea_56_1963","","","","","-.3138206",".2272484","-1.380958",".1673937","-.3601093",".2641193","-1.363434",".1728471"
"_SstfXyea_56_1964","","","","","-.0652009",".1549097","-.4208958",".673861","-.1738779",".2306101","-.7539908",".4509134"
"_SstfXyea_56_1965","","","","","-.1138631",".1330913","-.8555261",".3923277","-.2269492",".1976694","-1.148125",".2510077"
"_SstfXyea_56_1966","","","","","-.1633517",".1657429","-.9855727",".3244217","-.2951256",".2419532","-1.219763",".2226496"
"_SstfXyea_56_1967","","","","","-.2792828",".3075193","-.9081799",".3638555","-.4114891",".3870679","-1.063093",".2878248"
"_SstfXyea_56_1968","","","","",".7837715",".4841426","1.618886",".1055761",".6422986",".5955256","1.078541",".2808785"
"_SstfXyea_56_1969","","","","",".427619",".3952165","1.081987",".2793447",".2869786",".466162",".6156198",".5381918"
"_SstfXyea_56_1970","","","","","-.1989344",".1620063","-1.227942",".2195641","-.3340516",".292314","-1.142784",".2532189"
"_SstfXyea_56_1971","","","","",".4126872",".4589225",".8992525",".3685898",".2794222",".5546644",".503768",".6144611"
"_SstfXyea_56_1972","","","","",".4283869",".367147","1.1668",".2433833",".3031151",".4334219",".6993534",".4843849"
"_SstfXyea_56_1973","","","","",".518479",".3219861","1.610252",".1074471",".4088014",".4365595",".9364161",".3491337"
"_SstfXyea_56_1974","","","","",".2551308",".1976133","1.291061",".1967811",".147373",".3291433",".4477472",".6543677"
"_SstfXyea_56_1975","","","","",".29431",".1912748","1.538677",".1239878",".2022545",".319125",".6337782",".5262735"
"_SstfXyea_56_1976","","","","",".3586292",".1912618","1.87507",".0608793",".2994625",".3010933",".9945839",".3200182"
"_SstfXyea_56_1977","","","","",".4109574",".260524","1.577426",".114802",".3606756",".340106","1.06048",".289011"
"_SstfXyea_56_1978","","","","",".3692144",".2812731","1.312654",".189399",".356627",".3924998",".9086044",".3636313"
"_SstfXyea_56_1979","","","","",".1751527",".2740101",".6392198",".5227283",".1704261",".428491",".3977355",".6908533"
"_SstfXyea_56_1980","","","","","-.0411768",".1401649","-.2937743",".7689505","-.0362188",".2740483","-.132162",".8948649"
"_SstfXyea_56_1981","","","","",".6935108",".3108433","2.231062",".02575",".7031062",".4851499","1.449256",".1473699"
"_SstfXyea_56_1982","","","","",".1278939",".2065161",".6192926",".5357702",".140991",".3205874",".4397896",".6601209"
"_SstfXyea_56_1983","","","","",".243773",".2227979","1.094144",".273979",".2603718",".3883732",".6704166",".5026434"
"_SstfXyea_56_1984","","","","",".2983955",".2623212","1.13752",".2554112",".318496",".3896395",".8174121",".4137573"
"_SstfXyea_56_1985","","","","",".3166987",".2769232","1.143634",".252866",".340301",".4312843",".7890411",".4301498"
"_SstfXyea_56_1986","","","","",".3311287",".2649898","1.249591",".2115458",".3582328",".4099681",".8738065",".382293"
"_SstfXyea_56_1987","","","","",".2396109",".1837527","1.303986",".1923375",".2702167",".3832437",".7050781",".4808159"
"_SstfXyea_56_1988","","","","",".2283858",".2677618",".852944",".3937579",".2624933",".4057994",".6468548",".517775"
"x_dentrend","","","","","","","","","1.29e-06","4.82e-07","2.66831",".0076641"
"x_blacktrend","","","","","","","","","-.0001007",".0001532","-.6574272",".5109563"
"x_uetrend","","","","","","","","","-.0003495",".0011755","-.2973107",".7662498"
"x_pubtranstrend","","","","","","","","","-.0022563",".0005662","-3.984991",".0000691"
"x_povertytrend","","","","","","","","",".0002357",".0001583","1.48921",".1365364"
"x_whiteinctrend","","","","","","","","","-1.93e-06","1.42e-06","-1.35433",".1757324"
"x_blackinctrend","","","","","","","","","-5.43e-07","1.38e-06","-.3938604",".6937118"
"x_pubasstrend","","","","","","","","","-6.65e-07","4.19e-08","-15.87962","1.33e-54"
"x_owntrend","","","","","","","","","-.0000508",".0001332","-.3810166",".7032177"
"_cons","1.317275",".3663095","3.596072",".0003282","1.375279",".1606716","8.559564","1.77e-17","1.272377",".2489364","5.111255","3.40e-07"
