"","est1","","","","est2","","","","est3","","","","est4","","","","est5","","","","est6","","","","est7","","","","est8","","","","est9","","","","est10","","",""
"stateyrv330","","","","","","","","","-.0285786",".010432","-2.739512",".006153","-.0322903",".0103981","-3.105409",".0019002","-.0243753",".0108691","-2.24262",".0249213","","","","","","","","",".0086755",".020819",".4167099",".6768906",".0085246",".0208375",".4091011",".6824655",".0120434",".0214062",".56261",".5737005"
"stateyrv331","","","","","","","","","-.0451859",".0111322","-4.059035",".0000493","-.0511955",".0121517","-4.213029",".0000252","-.03838",".0108692","-3.531084",".0004139","","","","","","","","","-.0172924",".020841","-.8297317",".4066905","-.0177521",".0211338","-.8399853",".4009166","-.0070312",".0201522","-.3489037",".7271616"
"stateyrv332","","","","","","","","","-.0152026",".0087942","-1.728712",".0838606","-.0141869",".0082593","-1.717695",".0858522","-.0163529",".0097019","-1.685529",".0918865","","","","","","","","","-.0168713",".0195034","-.8650474",".3870128","-.0167713",".0194982","-.860148",".3897075","-.0191048",".0185921","-1.02758",".3041476"
"stateyrv333","","","","","","","","","-.0319283",".0086295","-3.699889",".0002157","-.0306249",".0082153","-3.727785",".0001932","-.0334044",".0094597","-3.531231",".0004136","","","","","","","","","-.0368605",".0190264","-1.937338",".0527041","-.036664",".0189704","-1.932693",".053274","-.0412465",".0182699","-2.257614",".0239698"
"stateyrv334","","","","","","","","","-.0247609",".00867","-2.855929",".0042911","-.0221043",".0083115","-2.659492",".0078259","-.0277695",".0095563","-2.905891",".0036621","","","","","","","","","-.0229191",".0191449","-1.197139",".2312525","-.0226005",".0190359","-1.187258",".235126","-.0300316",".0183412","-1.637386",".1015499"
"stateyrv335","","","","","","","","","-.0464973",".0092404","-5.031967","4.85e-07","-.0464094",".0087665","-5.293949","1.20e-07","-.0465968",".0100013","-4.659088","3.18e-06","","","","","","","","",".0200967",".0198794","1.010929",".3120503",".0201446",".0198943","1.012581",".3112605",".0190278",".0190783",".997352",".3185937"
"stateyrv336","","","","","","","","","-.0241521",".0113646","-2.125208",".0335692","-.0250697",".0105568","-2.374751",".0175608","-.0231129",".0125083","-1.847815",".0646291","","","","","","","","",".0111905",".0197698",".5660407",".5713661",".011195",".0198026",".5653293",".5718498",".0110907",".0192318",".5766863",".5641514"
"stateyrv337","","","","","","","","","-.0373325",".0126336","-2.955022",".0031265","-.0409728",".0127947","-3.20232",".0013633","-.0332098",".012971","-2.560305",".010458","","","","","","","","","-.0003107",".0245106","-.0126754",".9898868","-.0005581",".0246697","-.0226246",".9819497",".0052141",".024053",".2167744",".8283842"
"stateyrv338","","","","","","","","","-.0218984",".009267","-2.363046",".0181254","-.0241364",".0090001","-2.681789",".007323","-.0193638",".009789","-1.978117",".0479155","","","","","","","","","-.0039243",".0191315","-.2051227",".8374763","-.0040484",".0192413","-.2104006",".833355","-.0011543",".0183334","-.0629587",".9497994"
"stateyrv339","","","","","","","","","-.0340424",".0088062","-3.865731",".0001108","-.0367535",".0089145","-4.122914",".0000374","-.030972",".0091434","-3.38735",".0007057","","","","","","","","","-.0221904",".0191015","-1.161712",".2453524","-.0223491",".0192107","-1.163365",".2446814","-.0186477",".018148","-1.027535",".3041686"
"stateyrv340","","","","","","","","","-.0262916",".0103802","-2.532859",".0113136","-.0275138",".0104053","-2.644195",".0081885","-.0249075",".0106246","-2.344313",".0190622","","","","","","","","","-.0269986",".0200015","-1.349827",".1770714","-.027051",".020075","-1.347497",".1778201","-.0258283",".018803","-1.373624",".1695584"
"stateyrv341","","","","","","","","","-.0236667",".0152028","-1.556727",".1195354","-.0262191",".0145815","-1.798109",".0721598","-.020776",".0162624","-1.277547",".201409","","","","","","","","","-.0038311",".0270551","-.1416024",".8873941","-.004025",".0271848","-.1480593",".882296",".0004977",".0272146",".0182891",".9854082"
"stateyrv342","","","","","","","","","-.0384952",".0103267","-3.727755",".0001932","-.0397657",".0099541","-3.994901",".0000647","-.0370564",".0110683","-3.347972",".0008141","","","","","","","","",".0144157",".0227731",".6330135",".5267248",".0143776",".0228275",".6298361",".5288018",".0152662",".0222483",".6861751",".4926027"
"stateyrv343","","","","","","","","","-.0191997",".0098437","-1.950467",".0511204","-.019942",".0095373","-2.090954",".0365322","-.0183591",".0104146","-1.762822",".0779306","","","","","","","","",".0328014",".0203036","1.615548",".106192",".0328185",".0203137","1.615584",".1061844",".0324201",".0200059","1.620532",".105118"
"stateyrv344","","","","","","","","","-.0078175",".0090012","-.8684998",".3851208","-.010667",".0090672","-1.176437",".2394205","-.0045905",".0090886","-.5050839",".6134999","","","","","","","","",".0255877",".0192575","1.328719",".1839407",".0254044",".0193982","1.309626",".1903222",".0296814",".0185254","1.602199",".1091116"
"stateyrv345","","","","","","","","","-.004266",".0087781","-.4859856",".6269774","-.0053221",".0084463","-.6301175",".5286177","-.00307",".0094349","-.3253885",".7448871","","","","","","","","",".0299115",".0190508","1.570093",".1163935",".0298892",".0191034","1.564604",".1176758",".0304091",".01835","1.657175",".097484"
"stateyrv346","","","","","","","","","-.0148775",".0110058","-1.351785",".1764441","-.0193182",".0112172","-1.72219",".085035","-.0098484",".0112433","-.8759327",".3810666","","","","","","","","",".0479032",".0219687","2.180516",".0292192",".0475889",".0221529","2.148205",".0316974",".0549204",".0216108","2.541342",".0110428"
"stateyrv347","","","","","","","","",".0035599",".0098312",".3621085",".7172709","-.0013571",".0104419","-.1299659",".8965934",".0091284",".009606",".9502832",".3419684","","","","","","","","",".0495515",".021715","2.281902",".0224952",".0492213",".0220173","2.23557",".0253799",".0569229",".0210895","2.699117",".0069524"
"stateyrv348","","","","","","","","","-.0327477",".0117999","-2.775255",".0055158","-.0314568",".011238","-2.79914",".0051239","-.0342095",".0127459","-2.683963",".0072755","","","","","","","","",".0294709",".0220095","1.339007",".1805685",".0296838",".0219504","1.352315",".1762747",".0247162",".0215841","1.145111",".2521632"
"stateyrv349","","","","","","","","",".0030585",".0089961",".339976",".7338746",".0000649",".0091717",".0070803",".9943508",".0064486",".0091298",".7063267",".479985","","","","","","","","",".0256692",".0196294","1.307688",".1909791",".0254757",".0197755","1.288245",".1976605",".0299889",".0188768","1.588664",".1121362"
"stateyrv350","","","","","","","","","-.010674",".0087854","-1.214967",".2243786","-.0091098",".0081968","-1.111378",".2664056","-.0124454",".0095799","-1.299117",".1939039","","","","","","","","",".0347456",".0191708","1.812421",".0699212",".0349869",".0191617","1.825878",".0678687",".0293585",".0185334","1.584086",".1131742"
"stateyrv351","","","","","","","","","-.0171514",".010787","-1.590009",".1118329","-.0178192",".0103434","-1.722765",".0849309","-.0163951",".0114852","-1.4275",".1534357","","","","","","","","",".0322582",".0193097","1.670573",".0948061",".0323065",".019319","1.672266",".094472",".0311798",".0186248","1.674101",".0941107"
"stateyrv352","","","","","","","","","-.0025731",".0152508","-.1687185",".8660181","-.0082996",".0146788","-.5654176",".5717897",".0039121",".0169481",".2308298",".817447","","","","","","","","",".0418505",".0304254","1.37551",".1689734",".0417232",".0305556","1.365485",".1721008",".0446911",".0286598","1.559365",".11891"
"stateyrv353","","","","","","","","","-.0517652",".0110958","-4.665286","3.08e-06","-.0473623",".0103493","-4.576381","4.73e-06","-.0567515",".0125317","-4.528633","5.94e-06","","","","","","","","",".0216578",".0216126","1.002092",".3162993",".0221477",".021552","1.027638",".3041203",".010721",".0207816",".5158876",".6059329"
"stateyrv354","","","","","","","","","-.0235427",".0093153","-2.527312",".0114939","-.0192018",".0091363","-2.101711",".0355786","-.0284587",".0102233","-2.783701",".0053743","","","","","","","","",".0334998",".0197707","1.694419",".0901858",".0339089",".0196696","1.723922",".0847219",".0243662",".0190457","1.279359",".2007708"
"stateyrv355","","","","","","","","","-.0015127",".0103981","-.1454789",".8843328","-.0008491",".0097406","-.0871678",".9305381","-.0022643",".0114933","-.1970078",".8438214","","","","","","","","",".0243529",".0196866","1.237029",".2160764",".0244914",".0196556","1.246023",".2127558",".0212601",".0193934","1.096254",".2729677"
"stateyrv356","","","","","","","","","-.0178969",".0092951","-1.925419",".054177","-.0145848",".008907","-1.637441",".1015383","-.0216479",".010376","-2.086338",".036948","","","","","","","","",".0285355",".019104","1.493688",".1352573",".0289124",".0189734","1.523838",".1275492",".0201196",".0184463","1.090714",".2753986"
"stateyrv357","","","","","","","","","-.0277659",".0094785","-2.929365",".0033966","-.0260698",".0091601","-2.846007",".0044271","-.0296867",".0101311","-2.93025",".0033869","","","","","","","","",".0314955",".0206438","1.525665",".1270934",".0317182",".0205922","1.540301",".1234869",".0265226",".019855","1.335815",".1816099"
"stateyrv358","","","","","","","","","-.0012904",".0095593","-.1349932",".8926172",".0002947",".0087978",".0335002",".9732757","-.0030856",".0107512","-.2870041",".7741092","","","","","","","","",".0478157",".0202758","2.358264",".0183606",".0480332",".0201741","2.380936",".0172687",".0429606",".0204037","2.105532",".0352451"
"stateyrv359","","","","","","","","","-.0214965",".0103294","-2.08109",".0374257","-.0200008",".0099197","-2.016264",".0437724","-.0231904",".0111666","-2.07676",".0378237","","","","","","","","",".0314353",".0211759","1.484481",".1376813",".0316093",".0211276","1.496115",".1346236",".0275504",".0205867","1.338263",".1808106"
"stateyrv360","","","","","","","","","-.0039797",".0087629","-.4541503",".6497206","-.0002856",".0084312","-.0338757",".9729763","-.0081631",".0097678","-.8357229",".4033108","","","","","","","","",".0253985",".0201092","1.263032",".2065777",".0258169",".0199673","1.292961",".1960244",".0160581",".0194905",".8238903",".4100019"
"stateyrv361","","","","","","","","",".0201122",".0090402","2.224743",".0260985",".0236223",".0085022","2.778358",".0054634",".0161372",".0102112","1.580343",".1140284","","","","","","","","",".0492654",".0193895","2.540835",".0110588",".0496874",".0194528","2.554255",".0106415",".0398434",".0196169","2.03108",".0422469"
"stateyrv362","","","","","","","","","-.0099562",".0108351","-.9188822",".3581572","-.0074823",".0099267","-.7537592",".4509938","-.0127578",".012304","-1.036881",".2997915","","","","","","","","",".0365679",".0211678","1.727525",".0840735",".0368798",".020998","1.756349",".0790288",".0296048",".0211695","1.398464",".1619738"
"stateyrv363","","","","","","","","","-.0603033",".0126547","-4.765299","1.89e-06","-.0582682",".0121486","-4.796297","1.62e-06","-.062608",".0136368","-4.591108","4.41e-06","","","","","","","","",".0147769",".0259379",".5697043",".5688783",".0150236",".0258537",".5811002",".561173",".0092699",".026017",".3563027",".7216139"
"stateyrv364","","","","","","","","","-.0292388",".0106378","-2.748567",".0059856","-.0255286",".0102038","-2.501878",".0123536","-.0334406",".0116011","-2.882544",".0039448","","","","","","","","","-.0044463",".0218923","-.2030985",".8390581","-.0040274",".0218465","-.184349",".8537397","-.0137985",".0213321","-.6468433",".5177334"
"stateyrv365","","","","","","","","",".0039666",".0093998",".4219873",".6730343",".0013946",".0092242",".1511858",".8798292",".0068794",".0100419",".6850646",".4933032","","","","","","","","",".0329459",".0203193","1.621406",".1049307",".0329058",".0203638","1.615893",".1061175",".0338412",".0199632","1.695179",".0900416"
"stateyrv366","","","","","","","","","-.0005109",".0095782","-.0533401",".9574609","-.0018928",".0091546","-.2067599",".8361974",".0010541",".0100701",".1046745",".9166341","","","","","","","","",".0015947",".0190893",".0835385",".9334234",".0015466",".0191509",".0807568",".9356353",".002669",".0183901",".1451347",".8846045"
"stateyrv367","","","","","","","","","-.0026973",".0099543","-.2709666",".7864167","-.0051535",".009761","-.5279661",".5975228",".0000843",".0104515",".0080699",".9935612","","","","","","","","",".0133089",".0192619",".6909475",".4895985",".0131591",".0193934",".6785364",".4974317",".0166531",".0185608",".8972183",".3696024"
"stateyrv368","","","","","","","","","-.0063113",".0093731","-.6733362",".5007334","-.0079178",".0092115","-.8595602",".3900315","-.0044919",".0098133","-.4577334",".647144","","","","","","","","",".013082",".0233255",".5608461",".5749025",".0130606",".0233633",".5590216",".576147",".0135598",".0228306",".5939329",".552557"
"stateyrv369","","","","","","","","",".0097023",".0093037","1.042845",".2970203",".0101169",".0091807","1.101971",".2704741",".0092327",".0097131",".9505447",".3418356","","","","","","","","",".0144854",".0201084",".720363",".4713015",".0145862",".0200921",".7259653",".46786",".0122349",".0197428",".6197162",".5354446"
"stateyrv370","","","","","","","","",".0074872",".0144913",".5166695",".6053869","-.0024104",".0156814","-.1537126",".8778364",".0186962",".0148829","1.256222",".2090355","","","","","","","","",".0080111",".0212701",".3766393",".7064416",".0072706",".0217706",".3339633",".7384072",".0245447",".0218362","1.124035",".2609984"
"stateyrv371","","","","","","","","",".017716",".008836","2.004983",".0449648",".018266",".0082003","2.227479",".0259153",".0170931",".0098063","1.743074",".0813207","","","","","","","","",".0174623",".0198822",".8782884",".3797873",".0175928",".0198873",".8846267",".376358",".0145479",".0188314",".772537",".4397964"
"stateyrv372","","","","","","","","",".0289008",".0086406","3.344768",".0008235",".0300723",".0080954","3.714739",".0002034",".0275741",".0094705","2.91158",".0035961","","","","","","","","",".0333299",".0192164","1.734454",".0828376",".0335116",".0192186","1.743709",".0812098",".029273",".0187614","1.560278",".1186943"
"stateyrv373","","","","","","","","","-.0055068",".0099822","-.5516617",".5811801","-.0033032",".0090489","-.3650425",".7150797","-.0080023",".0113738","-.7035664",".4817028","","","","","","","","","-.0160875",".0237608","-.6770597",".4983681","-.0157934",".02378","-.6641448",".5065977","-.0226542",".0244804","-.9254013",".3547572"
"stateyrv374","","","","","","","","","-.0167775",".0118827","-1.411925",".1579719","-.0175466",".0118274","-1.483554",".1379273","-.0159065",".0120845","-1.316269",".1880838","","","","","","","","","-.0015891",".0221297","-.0718098",".9427533","-.0015331",".0220966","-.0693841",".9446839","-.0028389",".022191","-.1279286",".8982055"
"stateyrv375","","","","","","","","","-.0110911",".0093968","-1.180312",".2378762","-.0116576",".0090287","-1.291171",".1966444","-.0104495",".0100136","-1.043529",".2967033","","","","","","","","",".0354885",".0256787","1.382022",".1669648",".0355231",".025702","1.382112",".1669373",".034717",".0249","1.394256",".1632404"
"stateyrv376","","","","","","","","",".0073979",".0091088",".8121723",".4166928",".0080236",".0086228",".9305112",".3521064",".0066892",".0098501",".6791013",".4970737","","","","","","","","",".0359823",".0262095","1.372871",".1697924",".0360612",".0262017","1.376292",".1687311",".034222",".0257087","1.331142",".1831422"
"stateyrv377","","","","","","","","",".0051062",".0092251",".5535125",".5799125",".0055612",".0088259",".630102",".5286278",".004591",".0099275",".4624479",".6437602","","","","","","","","",".0233224",".0199737","1.167657",".2429451",".0234426",".0199554","1.174752",".2400941",".0206392",".0192092","1.074442",".2826246"
"stateyrv378","","","","","","","","","-.0038329",".0087716","-.4369697",".6621333","-.0052557",".0084826","-.6195879",".5355291","-.0022216",".0093093","-.238647",".8113793","","","","","","","","",".031963",".0201133","1.589143",".1120281",".0319087",".0201788","1.581301",".1138091",".0331748",".019433","1.707138",".0877964"
"stateyrv379","","","","","","","","","-.0185247",".0101039","-1.833411",".0667415","-.0222832",".0103722","-2.148366",".0316847","-.0142682",".0102044","-1.398233",".1620431","","","","","","","","",".0182875",".0209046",".8748065",".3816792",".0180515",".0210683",".8568095",".3915502",".0235548",".020416","1.153747",".2486041"
"stateyrv380","","","","","","","","",".0320287",".0093719","3.417506",".000632",".0301196",".0091492","3.292053",".0009946",".0341907",".0100082","3.416262",".0006349","","","","","","","","",".0234857",".0198429","1.183581",".2365788",".0233884",".019923","1.173941",".2404188",".0256579",".0188352","1.362231",".1731251"
"stateyrv381","","","","","","","","","-.0293461",".0103876","-2.825105",".0047265","-.025656",".0100148","-2.561802",".0104131","-.0335251",".0115325","-2.907017",".0036489","","","","","","","","",".0213953",".0248483",".8610365",".3892179",".0217898",".0247524",".8803111",".3786908",".0125878",".0249539",".5044434",".6139498"
"stateyrv382","","","","","","","","",".0241323",".009392","2.569451",".010186",".0215423",".0094123","2.288741",".0220944",".0270655",".0096918","2.792621",".0052283","","","","","","","","",".0364351",".0224182","1.625249",".1041096",".0362791",".0225917","1.605857",".1083053",".0399192",".0214765","1.858736",".0630645"
"stateyrv383","","","","","","","","",".0218902",".0084628","2.586649",".0096914",".020537",".0082812","2.479965",".0131395",".0234226",".0089664","2.612253",".0089948","","","","","","","","",".0189005",".0202055",".9354139",".3495751",".0188543",".0202379",".9316331",".3515262",".0199321",".0192519","1.035332",".3005138"
"stateyrv384","","","","","","","","",".0061601",".010208",".6034597",".5462029",".0049015",".0098708",".4965628",".6194974",".0075855",".0107473",".705804",".48031","","","","","","","","",".0027607",".0209598",".1317138",".8952106",".0027473",".0209977",".1308373",".8959041",".0030603",".0203274",".1505508",".8803301"
"stateyrv385","","","","","","","","",".0068577",".0100468",".6825777",".4948737",".0044422",".0095261",".466322",".640985",".0095932",".0108028",".8880218",".374529","","","","","","","","",".0186609",".0280447",".6654001",".5057946",".0185207",".028138",".6582093",".5104036",".0217923",".0269611",".808289",".4189242"
"stateyrv386","","","","","","","","",".0049852",".0137436",".3627308",".716806",".005411",".0134297",".4029107",".6870139",".0045031",".0142308",".3164312",".7516752","","","","","","","","",".0333821",".0624975",".5341341",".5932488",".033504",".0625554",".5355892",".5922425",".0306598",".0627067",".4889395",".6248846"
"stateyrv387","","","","","","","","",".0009215",".0095891",".0961034",".9234385",".0031158",".0091609",".3401251",".7337623","-.0015635",".0103899","-.1504782",".8803873","","","","","","","","",".0430143",".0251192","1.71241",".0868212",".0433641",".0250085","1.733974",".0829226",".0352037",".0246301","1.429295",".1529195"
"stateyrv388","","","","","","","","","-.0934501",".0856194","-1.09146",".2750707","-.0913892",".0843968","-1.082852",".2788743","-.0957842",".0878519","-1.090292",".2755847","","","","","","","","","-.0510366",".0360562","-1.415474",".1569297","-.0507701",".0359522","-1.412156",".1579042","-.0569861",".0388068","-1.468456",".1419804"
"stateyrv389","","","","","","","","","-.0110323",".0127435","-.865718",".3866448","-.009585",".0123257","-.7776454",".4367781","-.0126713",".013426","-.9437901",".3452769","","","","","","","","","-.0066026",".0296983","-.2223216",".8240636","-.006395",".0296533","-.2156593",".8292534","-.0112367",".0295581","-.3801576",".7038284"
"stateyrv390","","","","","","","","","-.0052512",".0101846","-.5156024",".6061321","-.0058087",".0098813","-.5878498",".5566331","-.0046198",".0107006","-.4317303",".6659374","","","","","","","","",".0282324",".0330034",".8554374",".3923091",".0282648",".0330283",".8557746",".3921225",".0275081",".0322923",".8518448",".3943002"
"stateyrv391","","","","","","","","",".0265078",".0094236","2.812911",".0049095",".0268017",".0091446","2.93088",".00338",".026175",".0099964","2.618449",".0088331","","","","","","","","",".0366758",".0293303","1.250438",".2111396",".0367963",".0292296","1.25887",".2080771",".0339855",".0296616","1.145771",".2518898"
"stateyrv392","","","","","","","","","-.0051114",".0106829","-.4784613",".6323219","-.006777",".0107384","-.6310947",".5279786","-.0032251",".0109344","-.2949491",".7680328","","","","","","","","","-.0146436",".0300115","-.4879339",".6255967","-.0146926",".0300416","-.4890766",".6247875","-.0135487",".0299336","-.4526241",".6508195"
"stateyrv393","","","","","","","","",".020108",".008466","2.375145",".0175421",".0205572",".0080589","2.550853",".010746",".0195993",".0091295","2.146821",".0318075","","","","","","","","",".0607981",".0313156","1.941463",".0522022",".0609201",".0313172","1.945259",".0517438",".0580757",".0310222","1.87207",".0611969"
"stateyrv394","","","","","","","","",".033526",".0088349","3.794741",".0001478",".033044",".0084192","3.924813",".0000868",".0340718",".0095551","3.565833",".0003627","","","","","","","","",".0845139",".0229601","3.680898",".0002324",".0845387",".0229958","3.676275",".0002367",".0839588",".0226493","3.706905",".0002098"
"stateyrv395","","","","","","","","",".037384",".009165","4.078987",".0000452",".0367504",".0088213","4.166096",".000031",".0381015",".0097827","3.894776",".0000983","","","","","","","","",".0366248",".0420085",".8718437",".3832936",".0366844",".0420099",".8732322",".3825365",".0352949",".0412014",".8566438",".3916418"
"stateyrv396","","","","","","","","","-.0163061",".0158741","-1.027213",".3043203","-.0187193",".0154412","-1.212301",".2253973","-.0135732",".0164315","-.8260452",".4087784","","","","","","","","","-.0138877",".0313213","-.4433928",".6574816","-.0139071",".0313299","-.4438934",".6571196","-.0134528",".0312476","-.4305227",".6668155"
"stateyrv397","","","","","","","","","-.0199006",".0126895","-1.568272",".1168176","-.0189225",".0125084","-1.512778",".1303359","-.0210082",".0130946","-1.604343",".1086385","","","","","","","","",".0288521",".0218605","1.319829",".1868923",".0290281",".0218267","1.329933",".1835402",".0249228",".0212808","1.171139",".2415428"
"stateyrv398","","","","","","","","","-.0163638",".008958","-1.826718",".0677422","-.0154896",".0083219","-1.861307",".0627008","-.0173537",".0099719","-1.740264",".0818126","","","","","","","","",".0170374",".0232047",".7342252",".4628115",".0171172",".0232364",".736653",".4613334",".0152579",".0218741",".6975307",".4854708"
"stateyrv399","","","","","","","","",".0250001",".0149822","1.66865",".0951868",".017425",".0159926","1.089564",".2759053",".0335787",".0170126","1.973758",".0484093","","","","","","","","",".0115143",".0294588",".39086",".6959008",".0108708",".0296563",".366559",".713948",".0258803",".025812","1.002646",".3160315"
"stateyrv400","","","","","","","","","-.0289734",".0088597","-3.270239",".0010746","-.0262971",".0085352","-3.081003",".002063","-.0320042",".0097821","-3.271722",".0010689","","","","","","","","",".0162061",".0215005",".753755",".4509963",".0165239",".0213964",".7722746",".4399518",".0091114",".0209549",".4348091",".663701"
"stateyrv401","","","","","","","","","-.0046529",".0090248","-.5155629",".6061597","-.0038003",".0087115","-.4362413",".6626617","-.0056184",".0096444","-.5825511",".5601955","","","","","","","","",".0441019",".0245833","1.793975",".0728172",".0442148",".0245539","1.800726",".0717461",".0415815",".0243484","1.707771",".0876788"
"stateyrv402","","","","","","","","","-.0019194",".0087109","-.2203449",".8256026","-.0021949",".0084937","-.2584119",".796089","-.0016074",".0091942","-.1748321",".8612116","","","","","","","","",".0332835",".0198638","1.675588",".093819",".0333296",".0198657","1.677744",".093397",".0322539",".0192748","1.67337",".0942546"
"stateyrv403","","","","","","","","","-.0052667",".0102014","-.516273",".6056637","-.0011067",".0100295","-.1103474",".9121338","-.0099779",".0111758","-.8928103",".3719588","","","","","","","","",".0403775",".0349404","1.155611",".2478404",".040832",".0348733","1.170865",".2416531",".0302306",".0350737",".8619182",".3887325"
"stateyrv404","","","","","","","","",".009891",".0087707","1.127732",".2594332",".0078516",".0085787",".9152509",".3600599",".0122006",".0093537","1.304367",".1921084","","","","","","","","",".0414081",".0201227","2.057779",".0396114",".0413044",".0202246","2.04229",".0411228",".0437228",".0192695","2.269018",".0232672"
"stateyrv405","","","","","","","","",".0124263",".0085311","1.456588",".1452302",".0116094",".0083333","1.393129",".1635807",".0133515",".0090089","1.482042",".138329","","","","","","","","",".0618585",".0198779","3.111924",".0018587",".0618682",".0199273","3.104704",".0019047",".061642",".0188359","3.272582",".0010657"
"stateyrv406","","","","","","","","",".0287644",".0109582","2.624922",".0086669",".0260325",".0111401","2.336832",".0194479",".0318583",".0110924","2.87208",".0040778","","","","","","","","",".0287402",".0216155","1.329609",".1836471",".0285632",".0216954","1.316556",".1879876",".0326912",".0208836","1.5654",".1174892"
"stateyrv407","","","","","","","","",".0026993",".0128982",".2092807",".8342291","-.0058399",".0144885","-.4030695",".6868971",".0123699",".0124902",".9903641",".3219962","","","","","","","","",".0316576",".0421588",".7509132",".4527049",".0310762",".0424201",".7325826",".4638131",".0446371",".0425844","1.048204",".2945448"
"stateyrv408","","","","","","","","","-.0190386",".0096452","-1.973901",".048393","-.0160076",".0092916","-1.722799",".0849248","-.0224712",".0104276","-2.154977",".0311637","","","","","","","","",".0280265",".0208099","1.346789",".1780481",".0283834",".0206939","1.371579",".1701946",".0200593",".0200966",".9981431",".31821"
"stateyrv409","","","","","","","","","-.0320336",".0085127","-3.76304",".0001679","-.0307192",".0080399","-3.820839",".000133","-.0335223",".0093437","-3.587673",".0003336","","","","","","","","",".0649838",".0234054","2.776447",".0054957",".0652383",".0233008","2.799833",".0051129",".0593015",".0228233","2.598285",".0093691"
"stateyrv410","","","","","","","","","-.0161309",".0111724","-1.443814",".1487913","-.016717",".0112704","-1.483256",".1380064","-.0154672",".0113969","-1.357142",".1747361","","","","","","","","",".0542199",".0208845","2.596177",".0094267",".0542478",".0209244","2.592561",".0095264",".0535986",".019642","2.728768",".0063571"
"stateyrv411","","","","","","","","","-.0390261",".0088424","-4.413515",".0000102","-.0379533",".0084373","-4.498275","6.85e-06","-.040241",".0095577","-4.210311",".0000255","","","","","","","","",".0269035",".0195482","1.376262",".1687406",".0270774",".0195051","1.388218",".1650708",".0230209",".0186776","1.232539",".217748"
"stateyrv412","","","","","","","","","-.0195596",".0094864","-2.061852",".0392218","-.0192582",".0090692","-2.12347",".0337145","-.0199009",".0101449","-1.961658",".0498023","","","","","","","","",".0340505",".0231681","1.469718",".1416382",".0341875",".0231586","1.476235",".1398807",".0309923",".0223994","1.383624",".1664736"
"stateyrv413","","","","","","","","","-.0185262",".0097145","-1.907075",".0565108","-.0171813",".0089286","-1.924304",".0543164","-.0200493",".0107507","-1.864922",".0621924","","","","","","","","",".0477951",".0197117","2.424705",".0153208",".0479859",".0196527","2.4417",".0146183",".0435354",".0189916","2.292354",".0218852"
"stateyrv414","","","","","","","","","-.014983",".0118817","-1.261016",".207303","-.0203331",".0120607","-1.68589",".0918171","-.008924",".0126154","-.7073895",".4793245","","","","","","","","",".0322869",".0274021","1.178261",".2386924",".0319119",".027576","1.157235",".2471763",".0406588",".0275017","1.478412",".1392975"
"stateyrv415","","","","","","","","","-.0059144",".0092129","-.6419702",".5208925","-.0038998",".0085834","-.4543469",".6495792","-.0081959",".0102814","-.7971639",".4253559","","","","","","","","",".0627307",".0200522","3.128369",".0017578",".062997",".0199941","3.150777",".0016284",".0567852",".0196988","2.882677",".0039431"
"stateyrv416","","","","","","","","","-.006217",".0086863","-.7157286",".474159","-.0056686",".008303","-.6827176",".4947853","-.0068381",".0092911","-.7359832",".4617409","","","","","","","","",".0496202",".0191716","2.588211",".0096476",".0497385",".0191873","2.592263",".0095347",".046978",".0183228","2.563916",".0103499"
"stateyrv417","","","","","","","","","-.0011708",".0093082","-.1257779",".8999077","-.0013347",".0090062","-.1481931",".8821904","-.0009852",".0098687","-.0998275",".9204813","","","","","","","","",".0477408",".0198579","2.404121",".0162114",".047811",".0198727","2.405858",".0161345",".046174",".0189195","2.440556",".0146647"
"stateyrv418","","","","","","","","","-.033027",".0111124","-2.972096",".0029577","-.0342339",".011039","-3.10117",".0019276","-.0316602",".0116855","-2.709369",".0067411","","","","","","","","",".028714",".0294222",".9759304",".329099",".0288309",".0293211",".9832804",".3254695",".0261033",".0310373",".841028",".4003322"
"stateyrv419","","","","","","","","","-.0063889",".010327","-.6186631",".5361383","-.0017366",".0102657","-.169163",".8656684","-.0116576",".0110037","-1.059431",".2894037","","","","","","","","",".0811354",".0216551","3.746717",".0001792",".0816369",".0215906","3.781139",".0001561",".0699387",".0208839","3.348921",".0008113"
"stateyrv420","","","","","","","","",".0157747",".0096541","1.633989",".1022612",".0156366",".0087822","1.780493",".0749953",".0159312",".0109586","1.453763",".1460121","","","","","","","","",".0616142",".0209865","2.935904",".0033258",".0617482",".0209356","2.949427",".0031836",".0586233",".0208203","2.81568",".0048674"
"stateyrv421","","","","","","","","",".0051461",".0095233",".5403704",".5889416",".0035672",".0096319",".3703531",".7111194",".0069341",".0099265",".698548",".4848345","","","","","","","","",".0174847",".0198694",".8799799",".3788702",".0174209",".0199576",".8728989",".3827182",".0189077",".018936",".9985022",".3180359"
"stateyrv422","","","","","","","","","-.0153708",".0087919","-1.748291",".0804137","-.0122193",".0083656","-1.460648",".1441121","-.0189399",".0099115","-1.910908",".0560164","","","","","","","","",".0022981",".0197806",".1161801",".9075098",".0026616",".0196524",".1354314",".8922708","-.0058158",".0192994","-.3013466",".7631502"
