"","est1","","","","est2","","","","est3","","","","est4","","","","est5","","","","est6","","","","est7","","","","est8","","",""
"stateyrv235","-.1877531",".0249191","-7.534509","1.46e-13","-.0192994",".0120469","-1.602027",".1091496","-.186053",".0247649","-7.512772","1.70e-13","-.0203871",".0123055","-1.656742",".0975716",".3217896",".0062117","51.80398","8.5e-228",".0893155",".0195091","4.578146","4.69e-06",".3222919",".0062155","51.85283","5.3e-228",".0890874",".0197305","4.515204","6.33e-06"
"stateyrv236","-.1805921",".0249961","-7.224814","1.27e-12","-.0019667",".0125397","-.1568359",".8753742","-.1797742",".0248961","-7.220988","1.30e-12","-.0039556",".011598","-.341059",".7330592",".3479454",".0195672","17.78205","1.68e-57",".1201162",".0268462","4.474228","7.67e-06",".3478462",".0195765","17.76857","1.97e-57",".1200363",".026859","4.469121","7.85e-06"
"stateyrv237","-.173899",".0247846","-7.016409","5.22e-12","-.0020205",".0120116","-.1682112",".8664171","-.1732354",".0245604","-7.053445","4.07e-12",".0031033",".0134666",".2304466",".8177447",".330584",".0083803","39.44757","2.0e-171",".0997044",".020422","4.882206","1.05e-06",".3308855",".0083091","39.82223","3.0e-173",".1025963",".0208908","4.911076","9.06e-07"
"stateyrv238","-.1952669",".0252324","-7.73875","3.36e-14","-.0346001",".0123267","-2.806916",".0050018","-.1951717",".024998","-7.807501","2.04e-14","-.0149091",".0126804","-1.175757",".239692",".3096059",".0114884","26.94935","1.4e-106",".0732131",".0217876","3.360306",".0007786",".3106364",".0115807","26.8237","6.7e-106",".0840703",".0219186","3.835564",".0001253"
"stateyrv239","-.16859",".0309877","-5.440551","7.26e-08","-.0074704",".0220805","-.3383241",".735119","-.1670158",".0307836","-5.425472","7.88e-08","-.0011947",".0229845","-.0519781",".9585462",".2994994",".0056551","52.96062","1.2e-232",".0634736",".0195081","3.253697",".0011391",".3004692",".0056858","52.84539","3.5e-232",".0672259",".0193789","3.469025",".0005224"
"stateyrv240","-.1570701",".0240595","-6.528401","1.25e-10",".0082941",".0094544",".877273",".3803384","-.1555001",".0239274","-6.498842","1.50e-10",".0109874",".0095243","1.15361",".2486601",".3272934",".0035577","91.99586","0",".0933411",".0188532","4.950932","7.39e-07",".3279909",".003524","93.07426","0",".0951215",".019027","4.999295","5.75e-07"
"stateyrv241","-.1654449",".0267772","-6.178562","1.08e-09",".0068945",".0144432",".4773528",".6331109","-.1638687",".026786","-6.117701","1.55e-09",".0035862",".0135946",".2637981",".7919355",".3828453",".015559","24.60598","7.01e-94",".1522418",".0237533","6.409301","1.46e-10",".3831028",".015617","24.53115","1.79e-93",".1507177",".0237395","6.348824","2.17e-10"
"stateyrv242","-.1759322",".0243557","-7.223461","1.28e-12","-.010682",".0217566","-.4909797",".6234408","-.1751443",".0242046","-7.235992","1.18e-12","-.0010014",".0235455","-.0425312",".9660752",".3655918",".0349582","10.45796","1.09e-23",".1299418",".0370078","3.511197",".0004461",".366517",".0350889","10.44537","1.22e-23",".1359605",".0381693","3.562037",".000368"
"stateyrv243","-.1158861",".0243299","-4.763121","2.30e-06",".0613358",".0104587","5.864592","4.50e-09","-.1138814",".0243092","-4.684694","3.35e-06",".0500882",".0105332","4.755258","1.98e-06",".3472878",".0117219","29.6273","5.6e-121",".1187832",".022011","5.396528","6.79e-08",".3472654",".0117139","29.64546","4.4e-121",".1129261",".022335","5.056017","4.28e-07"
"stateyrv244","-.1501606",".024092","-6.2328","7.76e-10",".0315465",".0104131","3.029505",".0024496","-.1478822",".0240555","-6.147534","1.30e-09",".0140632",".0100383","1.400952",".1612284",".4829141",".0113771","42.44623","7.3e-186",".2567029",".0219516","11.69403","0",".4825888",".0113264","42.6076","1.3e-186",".2476946",".0220096","11.25392","0"
"stateyrv245","-.172967",".0238392","-7.255558","1.03e-12",".0016505",".0097149",".1698888",".8650976","-.1707641",".0237514","-7.189643","1.62e-12","-.0091216",".0094817","-.9620192",".33604",".5818906",".0139058","41.84528","5.3e-183",".3523089",".0228985","15.38566","0",".5820086",".0139417","41.74589","1.6e-182",".3468652",".0231341","14.99366","0"
"stateyrv246","-.1740919",".0240376","-7.242494","1.12e-12",".0057795",".0101863",".5673823",".5704544","-.1729812",".0239169","-7.2326","1.20e-12",".0001495",".0098452",".0151877",".9878825",".4506728",".0129466","34.81022","3.7e-148",".2236214",".0226432","9.875879","0",".4504676",".0129551","34.77141","5.8e-148",".2206951",".0226601","9.739353","0"
"stateyrv247","-.1671936",".0246964","-6.769965","2.66e-11",".0076642",".0115701",".6624161",".5077046","-.1662697",".0245388","-6.775779","2.56e-11",".0079549",".0119307",".6667583",".5049265",".3789947",".0141919","26.70491","2.9e-105",".1500437",".0233581","6.423625","1.33e-10",".3790405",".0141811","26.72849","2.2e-105",".1497575",".023659","6.329827","2.45e-10"
"stateyrv248","-.1439504",".0238979","-6.023549","2.71e-09",".0303334",".0092958","3.263119",".0011019","-.1418687",".0238527","-5.947701","4.22e-09",".0209134",".0097296","2.149458",".0315981",".402698",".0108214","37.21321","2.4e-160",".1727336",".0214112","8.067428","6.66e-16",".4028667",".0108211","37.22985","2.0e-160",".167987",".021874","7.679742","1.60e-14"
"stateyrv249","-.1843399",".0247637","-7.443953","2.77e-13",".0071323",".0126716",".5628585",".5735312","-.1827803",".0247065","-7.398057","3.82e-13","-.0123436",".011434","-1.079558",".2803391",".3830428",".0161372","23.73658","3.63e-89",".1609126",".0243206","6.616305","3.68e-11",".3821872",".0162453","23.52598","5.02e-88",".1510411",".0248296","6.0831","1.18e-09"
"stateyrv250","-.1472743",".0298001","-4.942076","9.60e-07",".0279203",".0204764","1.363537",".1727133","-.1450782",".0296836","-4.88748","1.26e-06",".0167156",".0209858",".7965206",".4257295",".3693669",".0079042","46.73072","1.2e-205",".140013",".0201743","6.940168","3.92e-12",".3694548",".0078782","46.89555","2.2e-206",".1343177",".0205363","6.540506","6.13e-11"
"stateyrv251","-.1334416",".0241575","-5.523807","4.62e-08",".0427745",".0098423","4.345982",".0000139","-.1310335",".024128","-5.430773","7.66e-08",".0288312",".0102907","2.801668",".0050839",".4297403",".0047312","90.83166","0",".2010201",".0192274","10.45487","0",".4297435",".0046901","91.62809","0",".1938436",".0195686","9.905848","0"
"stateyrv252","-.1304779",".0250171","-5.215548","2.39e-07",".0453545",".0114522","3.960343",".0000748","-.1281778",".0249802","-5.131175","3.70e-07",".0326895",".0122751","2.663066",".0077432",".4473616",".0115009","38.89805","1.0e-168",".2181691",".021641","10.08129","0",".4474263",".011551","38.73485","6.4e-168",".2112168",".0221627","9.530305","0"
"stateyrv253","-.1338676",".0305547","-4.381238",".0000135",".0368924",".0159783","2.308901",".0209491","-.1318847",".0303298","-4.34835",".0000157",".031347",".0184342","1.700483",".0890401",".4627715",".0158082","29.27419","4.3e-119",".2321411",".0151586","15.3142","0",".4630292",".0157616","29.37707","1.2e-119",".2288022",".0142808","16.02161","0"
"stateyrv254","-.152875",".0240138","-6.366138","3.43e-10",".024717",".009453","2.614717",".0089301","-.1526379",".0238863","-6.390193","2.96e-10",".0287258",".0094215","3.048976",".0022962",".3227243",".0097147","33.22028","6.1e-140",".0944722",".0213048","4.434327","9.24e-06",".3226834",".0095732","33.70691","1.8e-142",".0963378",".0215224","4.476165","7.60e-06"
"stateyrv255","-.1614755",".0241884","-6.67575","4.88e-11",".0064406",".0108577",".5931798",".5530608","-.1601741",".0239994","-6.674075","4.94e-11",".0093248",".0110774",".8417817",".3999101",".3868271",".0189583","20.40408","3.10e-71",".1533669",".0260744","5.881885","4.06e-09",".3874619",".0189997","20.39309","3.55e-71",".155724",".0260343","5.981498","2.21e-09"
"stateyrv256","-.1885339",".0237432","-7.940554","7.64e-15","-.0186802",".0088563","-2.109257",".0349224","-.1882487",".0235752","-7.98502","5.49e-15","-.008496",".0094661","-.8975186",".3694422",".3136768",".0185931","16.87061","7.33e-53",".0818445",".0256017","3.196837",".0013894",".3141065",".0187882","16.71827","4.29e-52",".0873417",".0255958","3.412351",".0006441"
"stateyrv257","-.1665995",".0239975","-6.942362","8.56e-12",".0105102",".0094556","1.111536",".2663376","-.1672243",".0238835","-7.001653","5.76e-12",".0225245",".009857","2.285125",".0223055",".3180082",".0085893","37.02378","2.1e-159",".0896359",".0204552","4.38205",".0000118",".3179911",".0086355","36.82354","2.1e-158",".0958698",".0209691","4.571957","4.83e-06"
"stateyrv258","-.2066617",".0245029","-8.434187","1.79e-16","-.0231068",".0117069","-1.973779",".0484069","-.2058721",".0244077","-8.434724","1.78e-16","-.0290481",".0111042","-2.615949",".008898",".297724",".015443","19.27885","2.77e-65",".0711591",".024154","2.946054",".0032186",".2974578",".0154573","19.24381","4.24e-65",".0693732",".02386","2.907512",".0036432"
"stateyrv259","-.1635605",".0247106","-6.61903","7.02e-11",".0145346",".0121595","1.195323",".2319609","-.1631195",".0245427","-6.646357","5.90e-11",".0163193",".0124599","1.30975",".1902805",".3108025",".013763","22.58247","6.36e-83",".0828691",".0230808","3.590386",".0003302",".3107191",".0138305","22.46623","2.70e-82",".0840174",".0231258","3.633053",".0002801"
"stateyrv260","-.1893288",".0250893","-7.546201","1.34e-13","-.0319924",".0130269","-2.455866",".0140545","-.1890682",".0248552","-7.606793","8.71e-14","-.0109187",".0124037","-.880275",".3787103",".3190735",".0209614","15.22193","1.04e-44",".0812804",".0284551","2.85644",".0042842",".3202856",".020912","15.31586","3.66e-45",".0922828",".027988","3.297224",".0009765"
"stateyrv261","-.1534514",".0238364","-6.4377","2.20e-10",".0181098",".0092661","1.954425",".050651","-.1528387",".0236621","-6.459224","1.93e-10",".0239527",".0097429","2.458469",".0139531",".3175215",".0137398","23.10963","9.00e-86",".0864556",".0228398","3.785306",".0001535",".3178477",".0137587","23.10153","9.96e-86",".0896551",".0225912","3.96858",".0000723"
"stateyrv262","-.1620957",".0247699","-6.544063","1.13e-10",".0110985",".0114531",".9690456",".3325225","-.1614125",".0245748","-6.568217","9.70e-11",".0149277",".0119185","1.252487",".2103924",".3191378",".0078395","40.70893","1.5e-177",".08888",".0200516","4.432555","9.31e-06",".3193573",".0079496","40.17256","5.9e-175",".0909981",".0201267","4.521256","6.15e-06"
"stateyrv263","-.1531393",".024984","-6.129489","1.45e-09",".021902",".0115188","1.901422",".0572468","-.1530194",".0248856","-6.148927","1.29e-09",".0291193",".0116611","2.497134",".0125202",".3535419",".0116532","30.3386","9.0e-125",".1241092",".0220879","5.618883","1.92e-08",".3536582",".011591","30.51145","1.1e-125",".1282054",".0225822","5.677267","1.37e-08"
"stateyrv264","-.1660837",".0300358","-5.529534","4.48e-08",".006151",".0172275",".3570436",".7210592","-.1645182",".0298668","-5.508397","5.03e-08",".003025",".0177035",".1708711",".8643251",".3760016",".024238","15.51287","4.02e-46",".1438019",".0291975","4.925145","8.43e-07",".3764699",".0241702","15.57579","1.98e-46",".1444229",".0288302","5.009426","5.46e-07"
"stateyrv265","-.1557902",".0238613","-6.529004","1.24e-10",".0189678",".010055","1.886402",".0592407","-.1562954",".0236319","-6.613746","7.26e-11",".0319334",".0107394","2.973469",".0029445",".2885208",".0083241","34.66098","2.1e-147",".0588773",".0200913","2.930486",".0033843",".2886692",".0085223","33.87203","2.5e-143",".0655756",".0208007","3.152559",".0016185"
"stateyrv266","-.1532623",".0239827","-6.390541","2.95e-10",".0222881",".0093591","2.381424",".0172458","-.1520135",".0238608","-6.370854","3.33e-10",".0191264",".0094529","2.023334",".0430388",".302364",".0125767","24.04151","8.07e-91",".0735076",".022401","3.281448",".0010328",".302395",".0125473","24.10037","3.87e-91",".0718865",".0226668","3.171441",".0015168"
"stateyrv267","-.1912031",".0237829","-8.039536","3.65e-15","-.0154318",".0093701","-1.646915",".0995755","-.1901466",".0236431","-8.042381","3.58e-15","-.0170881",".0092716","-1.843054",".0653212",".2283494",".0094107","24.26485","4.96e-92","-.0006755",".0210499","-.0320906",".9743998",".2284038",".0093317","24.47618","3.55e-93","-.0014601",".0212535","-.0687",".9452285"
"stateyrv268","-.1527631",".0240776","-6.344607","3.92e-10",".0315243",".0107342","2.936822",".0033159","-.152582",".0239616","-6.367785","3.40e-10",".0303191",".0104902","2.890228",".0038496",".2587414",".0068629","37.70172","8.5e-163",".0337796",".0201288","1.678177",".0933126",".2582694",".0068941","37.46257","1.3e-161",".0329851",".0202321","1.630336",".1030304"
"stateyrv269","-.1855635",".0246424","-7.530241","1.50e-13","-.0225086",".0107876","-2.086523",".0369312","-.1867466",".0244068","-7.651411","6.32e-14",".0064078",".011858",".54038",".588935",".3289635",".0155976","21.0907","6.71e-75",".0951067",".0242945","3.914737",".0000905",".3296711",".0155937","21.14132","3.59e-75",".1090149",".0244958","4.450346","8.57e-06"
"stateyrv270","-.1560077",".0246516","-6.32851","4.33e-10",".0164216",".0112211","1.463455",".1433429","-.1557535",".0245018","-6.356827","3.64e-10",".0246828",".0125014","1.974407",".0483355",".3018333",".0083671","36.074","1.3e-154",".0712848",".0207665","3.432682",".0005976",".3020948",".0082057","36.81526","2.4e-158",".075791",".0212128","3.572884",".0003531"
"stateyrv271","-.1822249",".0247031","-7.376607","4.44e-13",".0082495",".014415",".5722841",".5671295","-.1824166",".0246104","-7.412169","3.46e-13",".0050527",".0117536",".4298862",".6672784",".3112655",".0133027","23.39859","2.46e-87",".0891132",".0237025","3.759654",".0001701",".3104262",".0132421","23.4424","1.42e-87",".0865329",".0231258","3.741835",".0001827"
"stateyrv272","-.163346",".0240402","-6.794697","2.26e-11",".0063957",".0098335",".6503947",".5154373","-.1624092",".0239036","-6.794347","2.27e-11",".0109347",".0096072","1.138184",".2550436",".2801992",".0081578","34.34739","8.8e-146",".0482721",".0201625","2.394156",".0166587",".2806358",".0081925","34.25537","2.6e-145",".0508596",".0203391","2.50058",".012399"
"stateyrv273","-.1670936",".0237293","-7.041661","4.41e-12",".0044672",".0089998",".4963704",".6196331","-.1665125",".0235624","-7.066867","3.72e-12",".0105882",".0087817","1.205712",".2279287",".2644951",".0061292","43.15297","3.4e-189",".0335968",".0194496","1.727379",".0840996",".2647997",".0063961","41.40001","7.0e-181",".036862",".01966","1.874972",".0607966"
"stateyrv274","-.1573376",".0256494","-6.134173","1.41e-09",".0206296",".0120295","1.714921",".0863596","-.1593636",".0253151","-6.295201","5.31e-10",".0442575",".016887","2.620798",".0087724",".2923367",".0214165","13.65007","2.70e-37",".0645066",".02796","2.307103",".0210491",".2922589",".0215542","13.55928","7.02e-37",".0759821",".0298005","2.549692",".0107818"
"stateyrv275","-.1403123",".0184213","-7.616842","8.11e-14",".026281",".0101912","2.578792",".0099146","-.1413348",".0182751","-7.733722","3.49e-14",".0507656",".0124646","4.072793",".0000465",".3268068",".0215059","15.19612","1.39e-44",".0942965",".0230015","4.099577",".0000414",".3273317",".0216014","15.15328","2.24e-44",".1038197",".0243703","4.260092",".0000204"
"stateyrv276","-.1903165",".0242437","-7.850137","1.49e-14","-.014715",".0105979","-1.388482",".1649902","-.1895487",".0240937","-7.867162","1.31e-14","-.0136836",".0106345","-1.286721",".1981917",".2332786",".006737","34.62671","3.2e-147",".0041051",".0197819",".2075195",".8356042",".2333548",".0067621","34.50905","1.3e-146",".0047031",".0198572",".236845",".8127771"
"stateyrv277","-.155949",".0240244","-6.491273","1.58e-10",".0082761",".010565",".7833463",".4334238","-.1560451",".0238076","-6.55443","1.06e-10",".0266185",".010168","2.617864",".0088482",".3012138",".008235","36.57709","3.7e-157",".0676149",".0200365","3.374593",".0007392",".3018787",".0084976","35.52524","8.1e-152",".076571",".0204523","3.743882",".0001812"
"stateyrv278","-.2005901",".0236181","-8.493063","1.13e-16","-.0293247",".0087076","-3.3677",".000758","-.2007266",".0234618","-8.555451","6.93e-17","-.016629",".0098379","-1.690291",".0909723",".2548838",".0052115","48.9079","2.6e-215",".0237164",".019232","1.233175",".2175103",".2552296",".0052893","48.25398","1.9e-212",".0304576",".0195988","1.554055",".1201713"
"stateyrv279","-.1813054",".023897","-7.586964","1.00e-13","-.0135339",".009024","-1.499763",".1336757","-.1805332",".0237258","-7.609147","8.57e-14","-.0058653",".0094785","-.6188069",".5360436",".2505595",".0056985","43.96948","5.2e-193",".0177457",".0194355",".9130532",".3612146",".2511141",".0056674","44.30822","1.4e-194",".0220336",".0196142","1.123348",".2612899"
"stateyrv280","-.1849012",".0241162","-7.667101","5.65e-14","-.0205394",".0096081","-2.137708",".0325404","-.1835793",".0239654","-7.660166","5.94e-14","-.0148053",".0099445","-1.488795",".1365414",".2885808",".0167592","17.21922","1.26e-54",".0538905",".0248373","2.169736",".0300268",".2893781",".0167588","17.26723","7.18e-55",".0579127",".0253761","2.282178",".0224788"
"stateyrv281","-.1787061",".0244831","-7.299156","7.61e-13","-.0057888",".010452","-.5538484",".5796826","-.1794147",".0242805","-7.389243","4.06e-13",".0105376",".011044",".9541494",".340008",".2836003",".0091768","30.90392","9.0e-128",".0531024",".020666","2.569551",".010183",".2838627",".0092667","30.6325","2.5e-126",".0616414",".0214208","2.877638",".0040066"
"stateyrv282","-.1868055",".0248423","-7.51964","1.62e-13","-.0390293",".0129851","-3.005692",".0026498","-.1860884",".0245791","-7.571003","1.13e-13","-.0138261",".0113694","-1.216078",".223955",".2508728",".0176312","14.2289","5.59e-40",".0086822",".0272652",".3184353",".7501547",".2526597",".017538","14.40642","8.19e-41",".0224368",".0258338",".8685049",".385118"
"stateyrv283","-.17593",".0238999","-7.361116","4.95e-13","-.0133762",".0089737","-1.490594",".1360682","-.1759748",".0236778","-7.432049","3.01e-13",".005939",".0095739",".620333",".5350385",".2721646",".0057401","47.41423","1.0e-208",".0368217",".0195326","1.885139",".0594111",".2730582",".0058327","46.8151","5.1e-206",".0472382",".0195824","2.412278",".0158532"
"stateyrv284","-.1803039",".0236647","-7.619119","7.98e-14","-.0091408",".0086171","-1.060781",".2887894","-.1798144",".023491","-7.654602","6.18e-14","-.0018725",".0086125","-.2174218",".8278797",".2646962",".0050818","52.08702","5.4e-229",".0335775",".0192624","1.743163",".0813051",".2650305",".0050865","52.10474","4.6e-229",".0374666",".0194296","1.92833",".0538141"
"stateyrv285","-.2087226",".0242235","-8.616548","4.28e-17","-.0315073",".0097431","-3.233818",".0012215","-.2085421",".0241254","-8.644071","3.44e-17","-.0266784",".00905","-2.947893",".0031995",".2460466",".0138618","17.74998","2.45e-57",".0178606",".0231859",".7703202",".44111",".2459985",".0138701","17.73589","2.89e-57",".0204394",".0232736",".8782219",".3798233"
"stateyrv286","-.1710731",".0203465","-8.407985","2.20e-16","-.007873",".0129842","-.6063573",".5442775","-.1694945",".0203939","-8.311026","4.65e-16","-.0034104",".01307","-.2609322",".7941448",".3070677",".0315118","9.744527","5.62e-21",".0715246",".04613","1.550501",".1210213",".307974",".0314929","9.779158","4.18e-21",".0748172",".0461717","1.620415",".1051433"
"stateyrv287","-.2035331",".0239496","-8.4984","1.08e-16","-.0268539",".0098405","-2.728928",".0063541","-.2033448",".0237648","-8.556537","6.87e-17","-.0216361",".0105037","-2.059852",".0394127",".263935",".0115976","22.75774","7.19e-84",".0353629",".0220719","1.602165",".1091191",".2639371",".0115437","22.86415","1.91e-84",".0380089",".0224441","1.693494",".0903615"
"stateyrv288","-.1846241",".0237886","-7.761022","2.86e-14","-.0058211",".0095567","-.6091091",".5424521","-.1837202",".0236741","-7.760375","2.87e-14","-.0087185",".0090294","-.9655612",".3342638",".278526",".0073298","37.99924","2.8e-164",".0506098",".0200581","2.523162",".0116305",".2784361",".0073144","38.06663","1.3e-164",".0494591",".0201546","2.453992",".014128"
"stateyrv289","-.2087327",".0237497","-8.788867","1.08e-17","-.0368769",".0090435","-4.077734",".0000455","-.2080367",".0236026","-8.814155","8.81e-18","-.0320189",".0094752","-3.379231",".0007269",".2368508",".0043956","53.88416","1.7e-236",".0059736",".018947",".3152772",".7525512",".2371516",".0045736","51.85282","5.3e-228",".0086688",".019196",".451595",".6515607"
"stateyrv290","-.1847281",".0237919","-7.764312","2.79e-14","-.0115865",".0088829","-1.304355",".1921127","-.1835049",".0236753","-7.750895","3.08e-14","-.0124695",".0087243","-1.42929",".1529209",".2439008",".005679","42.94747","3.2e-188",".013652",".0192978",".7074398",".4792932",".2441147",".0057181","42.69121","5.1e-187",".0133785",".0195272",".6851231",".4932662"
"stateyrv291","-.2042721",".024365","-8.383849","2.65e-16","-.0360156",".0102458","-3.515172",".0004395","-.2042034",".0241706","-8.448428","1.60e-16","-.0225627",".0106932","-2.110011",".0348574",".2557714",".0075899","33.69892","2.0e-142",".023179",".0199879","1.159655",".2461893",".2563022",".0076426","33.53593","1.4e-141",".030123",".0203251","1.482061",".138324"
"stateyrv292","-.1970175",".0244489","-8.058335","3.17e-15","-.0319482",".0100681","-3.173206",".0015077","-.1952787",".0243708","-8.012816","4.46e-15","-.0304908",".0099015","-3.079418",".0020741",".2593416",".0080212","32.33206","2.7e-135",".0250275",".0199778","1.252769",".2102897",".2600844",".0080298","32.38982","1.3e-135",".0259853",".0201143","1.291886",".1963968"
"stateyrv293","-.2132195",".0240695","-8.85851","6.16e-18","-.0117044",".0144094","-.8122716",".4166358","-.2118293",".0240375","-8.812433","8.94e-18","-.0382517",".0099421","-3.847432",".0001194",".2452955",".0117298","20.91221","6.04e-74",".0277249",".0230988","1.200273",".2300332",".2438428",".0117606","20.73395","5.41e-73",".014363",".0219814",".6534144",".5134892"
"stateyrv294","-.1906278",".0244933","-7.782853","2.44e-14","-.018635",".0108942","-1.71054",".0871661","-.1901317",".0243495","-7.808447","2.02e-14","-.0121325",".0106553","-1.138634",".2548558",".2578525",".0050956","50.60268","1.1e-222",".0269926",".0192095","1.405167",".1599715",".2581526",".0051279","50.3423","1.5e-221",".0305179",".0194923","1.565643",".1174323"
"stateyrv295","-.1958111",".0236974","-8.262971","6.72e-16","-.0220821",".0088416","-2.497531",".0125061","-.194906",".0235481","-8.276934","6.04e-16","-.0206637",".0086999","-2.375167",".017541",".2473728",".0034363","71.98793","7.5e-304",".0176754",".0189471",".9328778",".3508831",".2475171",".0035014","70.69014","1.8e-299",".0184467",".0190558",".9680374",".3330257"
"stateyrv296","-.2026562",".027899","-7.263931","9.70e-13","-.0261194",".0162744","-1.60494",".108507","-.2037416",".0276986","-7.355658","5.14e-13","-.0095586",".0175888","-.5434479",".5868215",".2509273",".0194942","12.87187","8.79e-34",".0221555",".026444",".8378274",".4021277",".2509663",".0195758","12.82025","1.49e-33",".0307496",".0274413","1.120556",".2624771"
"stateyrv297","-.1857891",".028583","-6.499985","1.49e-10","-.0185604",".0107086","-1.733216",".0830572","-.1844315",".0283704","-6.500839","1.48e-10","-.0155862",".0113381","-1.374665",".1692352",".3050376",".0198888","15.33713","2.88e-45",".0712655",".0344376","2.06941",".0385076",".3057117",".0198459","15.40426","1.36e-45",".0730518",".0339475","2.151907",".0314046"
"stateyrv298","-.2247473",".0240212","-9.356208","1.00e-19","-.0433964",".010224","-4.244575",".0000219","-.2247634",".0238394","-9.428237","5.46e-20","-.0403614",".0110774","-3.643574",".0002689",".2337773",".0045918","50.91157","5.4e-224",".0073026",".0193489",".3774198",".7058616",".2335054",".0047013","49.6678","1.2e-218",".0087245",".0195834",".4455058",".6559543"
"stateyrv299","-.2207662",".0240833","-9.166761","4.91e-19","-.0447874",".0098414","-4.55093","5.34e-06","-.2202434",".0239246","-9.205739","3.55e-19","-.0419187",".010402","-4.029869",".0000558",".1865616",".0099708","18.71082","2.61e-62","-.0422884",".0207802","-2.035027",".0418481",".1865975",".010182","18.32621","2.61e-60","-.0408098",".0208192","-1.960199",".0499725"
"stateyrv300","-.2271132",".0237405","-9.566496","1.68e-20","-.0529471",".0088122","-6.008407","1.87e-09","-.2265272",".0235999","-9.598664","1.27e-20","-.0490905",".0090142","-5.445927","5.15e-08",".2158092",".0029764","72.5072","1.4e-305","-.0139711",".0187656","-.7445096",".4565682",".2159668",".0030773","70.18114","9.7e-298","-.0118643",".0190104","-.6240966",".5325642"
"stateyrv301","-.2052149",".0237822","-8.628937","3.88e-17","-.0314796",".0090557","-3.476226",".0005085","-.2041854",".0236399","-8.637333","3.63e-17","-.0311622",".0091247","-3.415146",".0006375",".2276244",".0038739","58.75793","4.7e-256","-.0023461",".0189511","-.123799",".9014744",".2278033",".0038786","58.73396","5.9e-256","-.0020232",".0191032","-.1059087",".9156548"
"stateyrv302","-.2278462",".0243515","-9.356546","1.00e-19","-.0586657",".0101303","-5.791098","6.99e-09","-.2266945",".0241969","-9.368748","9.03e-20","-.0555413",".0107482","-5.167489","2.37e-07",".2159771",".0071592","30.16763","7.3e-124","-.0158805",".0197759","-.8030214",".4219624",".2164024",".0072002","30.05519","2.9e-123","-.0145049",".0201752","-.7189479",".472173"
"stateyrv303","-.215988",".0237747","-9.084769","9.69e-19","-.0428265",".009099","-4.706706","2.52e-06","-.2145365",".0236733","-9.062366","1.17e-18","-.0457371",".0090304","-5.064791","4.09e-07",".232171",".0095069","24.42128","7.04e-93",".0016783",".0208513",".0804875",".9358495",".2324157",".0094923","24.48473","3.19e-93",".0009564",".0210266",".0454837",".9637218"
"stateyrv304","-.2207765",".0257154","-8.585367","5.47e-17","-.0814627",".0157644","-5.167521","2.37e-07","-.2198501",".0253638","-8.66786","2.85e-17","-.0508873",".0142754","-3.564684",".0003643",".2377297",".0132049","18.0032","1.22e-58","-.0076388",".022957","-.3327437",".7393277",".2399318",".0134801","17.79891","1.37e-57",".0079924",".0228996",".3490187",".7270753"
"stateyrv305","-.2043293",".0237374","-8.607889","4.58e-17","-.0265156",".0093659","-2.831067",".0046393","-.2036756",".0236133","-8.625474","3.98e-17","-.0263652",".0090355","-2.917954",".0035234",".2356974",".0042701","55.19667","7.1e-242",".0076048",".0190025",".4001998",".6890094",".2356326",".0043788","53.8126","3.4e-236",".0076791",".0191308",".4014",".6881257"
"stateyrv306","-.2143467",".0235427","-9.104607","8.22e-19","-.0310553",".0090153","-3.444728",".0005716","-.2141701",".0234046","-9.15078","5.61e-19","-.0313723",".0085957","-3.649747",".0002625",".2255885",".0034357","65.66016","6.9e-282",".0003002",".0191636",".0156665",".9875005",".2251593",".0033271","67.67517","4.7e-289","-.0002111",".0192093","-.0109886",".9912326"
"stateyrv307","-.2281162",".0250716","-9.098584","8.64e-19","-.0493084",".0110721","-4.453415","8.45e-06","-.228059",".0248704","-9.169907","4.79e-19","-.044751",".0128098","-3.493499",".0004767",".2141065",".0134874","15.87457","6.79e-48","-.0135247",".0223981","-.6038349",".5459534",".2139851",".0136174","15.71404","4.18e-47","-.0117395",".0234191","-.5012808",".6161735"
"stateyrv308","-.2167471",".0271405","-7.986111","5.45e-15","-.0340702",".0103973","-3.276823",".0010498","-.2152072",".0271165","-7.936392","7.88e-15","-.0458744",".0103906","-4.41498",".0000101",".2280766",".0144698","15.76222","2.42e-47",".0007022",".0280579",".0250265",".9800338",".22791",".0143315","15.90269","4.93e-48","-.0040154",".0278844","-.1440007",".8854999"
"stateyrv309","-.228447",".023738","-9.623689","1.02e-20","-.0462952",".0096598","-4.792585","1.65e-06","-.2280681",".0236285","-9.652239","8.00e-21","-.0474234",".0088778","-5.34181","9.20e-08",".2338831",".0080935","28.89759","4.5e-117",".0078394",".0205015",".3823806",".7021791",".233551",".0081206","28.7602","2.4e-116",".0069095",".0205434",".3363362",".7366173"
"stateyrv310","-.2059173",".024105","-8.542495","7.67e-17","-.0275255",".0091079","-3.022157",".0025098","-.2052694",".0240348","-8.540505","7.79e-17","-.0278161",".0090513","-3.073173",".002118",".2376186",".0067017","35.45655","1.8e-151",".0096156",".0199704",".4814912",".6301675",".2375428",".0066133","35.91878","8.0e-154",".0100313",".020229",".4958902",".6199719"
